session_id,input_sequence,next_field,input_sequence_ids,next_field_id
SESSION-38E7FB3C,email_address | home_address | full_name | date_of_birth | mobile_phone_number | face_match_verification | identification_document_type | selfie_liveness_check | identification_document_number | assets | income | profession,us_person_status,"[8, 12, 10, 7, 18, 9, 15, 26, 14, 0, 16, 25]",32
SESSION-38E7FB3C,email_address | home_address | full_name | date_of_birth | mobile_phone_number | face_match_verification | identification_document_type | selfie_liveness_check | identification_document_number | assets | income | profession | us_person_status,politically_exposed_person_status,"[8, 12, 10, 7, 18, 9, 15, 26, 14, 0, 16, 25, 32]",24
SESSION-38E7FB3C,email_address | home_address | full_name | date_of_birth | mobile_phone_number | face_match_verification | identification_document_type | selfie_liveness_check | identification_document_number | assets | income | profession | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[8, 12, 10, 7, 18, 9, 15, 26, 14, 0, 16, 25, 32, 24]",31
SESSION-38FE6BA1,contact_phone_number,email_address,[5],8
SESSION-38FE6BA1,contact_phone_number | email_address,physical_address,"[5, 8]",23
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address,gender,"[5, 8, 23]",11
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender,full_name,"[5, 8, 23, 11]",10
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name,date_of_birth,"[5, 8, 23, 11, 10]",7
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth,identification_document,"[5, 8, 23, 11, 10, 7]",13
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document,subscriber_type,"[5, 8, 23, 11, 10, 7, 13]",30
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type,contract_type,"[5, 8, 23, 11, 10, 7, 13, 30]",6
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type,service_type,"[5, 8, 23, 11, 10, 7, 13, 30, 6]",27
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type | service_type,payment_method,"[5, 8, 23, 11, 10, 7, 13, 30, 6, 27]",21
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type | service_type | payment_method,paperless_billing_preference,"[5, 8, 23, 11, 10, 7, 13, 30, 6, 27, 21]",20
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type | service_type | payment_method | paperless_billing_preference,internet_service_selection,"[5, 8, 23, 11, 10, 7, 13, 30, 6, 27, 21, 20]",17
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type | service_type | payment_method | paperless_billing_preference | internet_service_selection,streaming_addons_selection,"[5, 8, 23, 11, 10, 7, 13, 30, 6, 27, 21, 20, 17]",28
SESSION-38FE6BA1,contact_phone_number | email_address | physical_address | gender | full_name | date_of_birth | identification_document | subscriber_type | contract_type | service_type | payment_method | paperless_billing_preference | internet_service_selection | streaming_addons_selection,subscriber_number,"[5, 8, 23, 11, 10, 7, 13, 30, 6, 27, 21, 20, 17, 28]",29
SESSION-390698CD,mobile_phone_number,email_address,[18],8
SESSION-390698CD,mobile_phone_number | email_address,home_address,"[18, 8]",12
SESSION-390698CD,mobile_phone_number | email_address | home_address,date_of_birth,"[18, 8, 12]",7
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth,full_name,"[18, 8, 12, 7]",10
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name,identification_document_number,"[18, 8, 12, 7, 10]",14
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number,selfie_liveness_check,"[18, 8, 12, 7, 10, 14]",26
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check,face_match_verification,"[18, 8, 12, 7, 10, 14, 26]",9
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification,identification_document_type,"[18, 8, 12, 7, 10, 14, 26, 9]",15
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type,income,"[18, 8, 12, 7, 10, 14, 26, 9, 15]",16
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income,assets,"[18, 8, 12, 7, 10, 14, 26, 9, 15, 16]",0
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | assets,profession,"[18, 8, 12, 7, 10, 14, 26, 9, 15, 16, 0]",25
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | assets | profession,us_person_status,"[18, 8, 12, 7, 10, 14, 26, 9, 15, 16, 0, 25]",32
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | assets | profession | us_person_status,politically_exposed_person_status,"[18, 8, 12, 7, 10, 14, 26, 9, 15, 16, 0, 25, 32]",24
SESSION-390698CD,mobile_phone_number | email_address | home_address | date_of_birth | full_name | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | assets | profession | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[18, 8, 12, 7, 10, 14, 26, 9, 15, 16, 0, 25, 32, 24]",31
SESSION-394B4937,date_of_birth,home_address,[7],12
SESSION-394B4937,date_of_birth | home_address,mobile_phone_number,"[7, 12]",18
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number,full_name,"[7, 12, 18]",10
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name,email_address,"[7, 12, 18, 10]",8
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address,selfie_liveness_check,"[7, 12, 18, 10, 8]",26
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check,face_match_verification,"[7, 12, 18, 10, 8, 26]",9
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification,identification_document_number,"[7, 12, 18, 10, 8, 26, 9]",14
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number,identification_document_type,"[7, 12, 18, 10, 8, 26, 9, 14]",15
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type,income,"[7, 12, 18, 10, 8, 26, 9, 14, 15]",16
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income,profession,"[7, 12, 18, 10, 8, 26, 9, 14, 15, 16]",25
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession,assets,"[7, 12, 18, 10, 8, 26, 9, 14, 15, 16, 25]",0
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession | assets,us_person_status,"[7, 12, 18, 10, 8, 26, 9, 14, 15, 16, 25, 0]",32
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession | assets | us_person_status,politically_exposed_person_status,"[7, 12, 18, 10, 8, 26, 9, 14, 15, 16, 25, 0, 32]",24
SESSION-394B4937,date_of_birth | home_address | mobile_phone_number | full_name | email_address | selfie_liveness_check | face_match_verification | identification_document_number | identification_document_type | income | profession | assets | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[7, 12, 18, 10, 8, 26, 9, 14, 15, 16, 25, 0, 32, 24]",31
SESSION-3969E9EE,identification_document,contact_phone_number,[13],5
SESSION-3969E9EE,identification_document | contact_phone_number,physical_address,"[13, 5]",23
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address,gender,"[13, 5, 23]",11
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender,subscriber_type,"[13, 5, 23, 11]",30
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type,full_name,"[13, 5, 23, 11, 30]",10
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name,date_of_birth,"[13, 5, 23, 11, 30, 10]",7
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth,email_address,"[13, 5, 23, 11, 30, 10, 7]",8
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address,paperless_billing_preference,"[13, 5, 23, 11, 30, 10, 7, 8]",20
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address | paperless_billing_preference,phone_service_selection,"[13, 5, 23, 11, 30, 10, 7, 8, 20]",22
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address | paperless_billing_preference | phone_service_selection,payment_method,"[13, 5, 23, 11, 30, 10, 7, 8, 20, 22]",21
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address | paperless_billing_preference | phone_service_selection | payment_method,service_type,"[13, 5, 23, 11, 30, 10, 7, 8, 20, 22, 21]",27
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address | paperless_billing_preference | phone_service_selection | payment_method | service_type,contract_type,"[13, 5, 23, 11, 30, 10, 7, 8, 20, 22, 21, 27]",6
SESSION-3969E9EE,identification_document | contact_phone_number | physical_address | gender | subscriber_type | full_name | date_of_birth | email_address | paperless_billing_preference | phone_service_selection | payment_method | service_type | contract_type,subscriber_number,"[13, 5, 23, 11, 30, 10, 7, 8, 20, 22, 21, 27, 6]",29
SESSION-39906046,identification_document,contact_phone_number,[13],5
SESSION-39906046,identification_document | contact_phone_number,physical_address,"[13, 5]",23
SESSION-39906046,identification_document | contact_phone_number | physical_address,gender,"[13, 5, 23]",11
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender,email_address,"[13, 5, 23, 11]",8
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address,date_of_birth,"[13, 5, 23, 11, 8]",7
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth,full_name,"[13, 5, 23, 11, 8, 7]",10
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name,subscriber_type,"[13, 5, 23, 11, 8, 7, 10]",30
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type,contract_type,"[13, 5, 23, 11, 8, 7, 10, 30]",6
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type,internet_service_selection,"[13, 5, 23, 11, 8, 7, 10, 30, 6]",17
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type | internet_service_selection,streaming_addons_selection,"[13, 5, 23, 11, 8, 7, 10, 30, 6, 17]",28
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type | internet_service_selection | streaming_addons_selection,paperless_billing_preference,"[13, 5, 23, 11, 8, 7, 10, 30, 6, 17, 28]",20
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type | internet_service_selection | streaming_addons_selection | paperless_billing_preference,payment_method,"[13, 5, 23, 11, 8, 7, 10, 30, 6, 17, 28, 20]",21
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type | internet_service_selection | streaming_addons_selection | paperless_billing_preference | payment_method,service_type,"[13, 5, 23, 11, 8, 7, 10, 30, 6, 17, 28, 20, 21]",27
SESSION-39906046,identification_document | contact_phone_number | physical_address | gender | email_address | date_of_birth | full_name | subscriber_type | contract_type | internet_service_selection | streaming_addons_selection | paperless_billing_preference | payment_method | service_type,subscriber_number,"[13, 5, 23, 11, 8, 7, 10, 30, 6, 17, 28, 20, 21, 27]",29
SESSION-399AAEDB,contact_phone_number,physical_address,[5],23
SESSION-399AAEDB,contact_phone_number | physical_address,identification_document,"[5, 23]",13
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document,email_address,"[5, 23, 13]",8
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address,full_name,"[5, 23, 13, 8]",10
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name,subscriber_type,"[5, 23, 13, 8, 10]",30
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type,date_of_birth,"[5, 23, 13, 8, 10, 30]",7
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth,gender,"[5, 23, 13, 8, 10, 30, 7]",11
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender,contract_type,"[5, 23, 13, 8, 10, 30, 7, 11]",6
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender | contract_type,paperless_billing_preference,"[5, 23, 13, 8, 10, 30, 7, 11, 6]",20
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender | contract_type | paperless_billing_preference,service_type,"[5, 23, 13, 8, 10, 30, 7, 11, 6, 20]",27
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender | contract_type | paperless_billing_preference | service_type,phone_service_selection,"[5, 23, 13, 8, 10, 30, 7, 11, 6, 20, 27]",22
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender | contract_type | paperless_billing_preference | service_type | phone_service_selection,payment_method,"[5, 23, 13, 8, 10, 30, 7, 11, 6, 20, 27, 22]",21
SESSION-399AAEDB,contact_phone_number | physical_address | identification_document | email_address | full_name | subscriber_type | date_of_birth | gender | contract_type | paperless_billing_preference | service_type | phone_service_selection | payment_method,subscriber_number,"[5, 23, 13, 8, 10, 30, 7, 11, 6, 20, 27, 22, 21]",29
SESSION-39A9C99A,gender,date_of_birth,[11],7
SESSION-39A9C99A,gender | date_of_birth,subscriber_type,"[11, 7]",30
SESSION-39A9C99A,gender | date_of_birth | subscriber_type,identification_document,"[11, 7, 30]",13
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document,full_name,"[11, 7, 30, 13]",10
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name,contact_phone_number,"[11, 7, 30, 13, 10]",5
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number,physical_address,"[11, 7, 30, 13, 10, 5]",23
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address,email_address,"[11, 7, 30, 13, 10, 5, 23]",8
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address,service_type,"[11, 7, 30, 13, 10, 5, 23, 8]",27
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address | service_type,contract_type,"[11, 7, 30, 13, 10, 5, 23, 8, 27]",6
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address | service_type | contract_type,paperless_billing_preference,"[11, 7, 30, 13, 10, 5, 23, 8, 27, 6]",20
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address | service_type | contract_type | paperless_billing_preference,payment_method,"[11, 7, 30, 13, 10, 5, 23, 8, 27, 6, 20]",21
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address | service_type | contract_type | paperless_billing_preference | payment_method,phone_service_selection,"[11, 7, 30, 13, 10, 5, 23, 8, 27, 6, 20, 21]",22
SESSION-39A9C99A,gender | date_of_birth | subscriber_type | identification_document | full_name | contact_phone_number | physical_address | email_address | service_type | contract_type | paperless_billing_preference | payment_method | phone_service_selection,subscriber_number,"[11, 7, 30, 13, 10, 5, 23, 8, 27, 6, 20, 21, 22]",29
SESSION-39AB2876,mobile_phone_number,email_address,[18],8
SESSION-39AB2876,mobile_phone_number | email_address,mobile_phone_number,"[18, 8]",18
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number,full_name,"[18, 8, 18]",10
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name,home_address,"[18, 8, 18, 10]",12
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address,date_of_birth,"[18, 8, 18, 10, 12]",7
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth,full_name,"[18, 8, 18, 10, 12, 7]",10
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name,selfie_liveness_check,"[18, 8, 18, 10, 12, 7, 10]",26
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check,home_address,"[18, 8, 18, 10, 12, 7, 10, 26]",12
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address,identification_document_number,"[18, 8, 18, 10, 12, 7, 10, 26, 12]",14
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number,identification_document_type,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14]",15
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type,face_match_verification,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15]",9
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification,assets,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9]",0
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets,income,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0]",16
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income,email_address,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16]",8
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address,profession,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8]",25
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession,full_name,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25]",10
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession | full_name,politically_exposed_person_status,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25, 10]",24
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession | full_name | politically_exposed_person_status,us_person_status,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25, 10, 24]",32
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession | full_name | politically_exposed_person_status | us_person_status,full_name,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25, 10, 24, 32]",10
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession | full_name | politically_exposed_person_status | us_person_status | full_name,terms_and_conditions_acceptance,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25, 10, 24, 32, 10]",31
SESSION-39AB2876,mobile_phone_number | email_address | mobile_phone_number | full_name | home_address | date_of_birth | full_name | selfie_liveness_check | home_address | identification_document_number | identification_document_type | face_match_verification | assets | income | email_address | profession | full_name | politically_exposed_person_status | us_person_status | full_name | terms_and_conditions_acceptance,full_name,"[18, 8, 18, 10, 12, 7, 10, 26, 12, 14, 15, 9, 0, 16, 8, 25, 10, 24, 32, 10, 31]",10
SESSION-39DDB687,physical_address,date_of_birth,[23],7
SESSION-39DDB687,physical_address | date_of_birth,contact_phone_number,"[23, 7]",5
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number,subscriber_type,"[23, 7, 5]",30
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type,gender,"[23, 7, 5, 30]",11
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender,email_address,"[23, 7, 5, 30, 11]",8
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address,full_name,"[23, 7, 5, 30, 11, 8]",10
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name,identification_document,"[23, 7, 5, 30, 11, 8, 10]",13
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document,phone_service_selection,"[23, 7, 5, 30, 11, 8, 10, 13]",22
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document | phone_service_selection,paperless_billing_preference,"[23, 7, 5, 30, 11, 8, 10, 13, 22]",20
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document | phone_service_selection | paperless_billing_preference,contract_type,"[23, 7, 5, 30, 11, 8, 10, 13, 22, 20]",6
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document | phone_service_selection | paperless_billing_preference | contract_type,payment_method,"[23, 7, 5, 30, 11, 8, 10, 13, 22, 20, 6]",21
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document | phone_service_selection | paperless_billing_preference | contract_type | payment_method,service_type,"[23, 7, 5, 30, 11, 8, 10, 13, 22, 20, 6, 21]",27
SESSION-39DDB687,physical_address | date_of_birth | contact_phone_number | subscriber_type | gender | email_address | full_name | identification_document | phone_service_selection | paperless_billing_preference | contract_type | payment_method | service_type,subscriber_number,"[23, 7, 5, 30, 11, 8, 10, 13, 22, 20, 6, 21, 27]",29
SESSION-3A05C96C,home_address,full_name,[12],10
SESSION-3A05C96C,home_address | full_name,mobile_phone_number,"[12, 10]",18
SESSION-3A05C96C,home_address | full_name | mobile_phone_number,date_of_birth,"[12, 10, 18]",7
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth,email_address,"[12, 10, 18, 7]",8
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address,identification_document_number,"[12, 10, 18, 7, 8]",14
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number,selfie_liveness_check,"[12, 10, 18, 7, 8, 14]",26
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check,face_match_verification,"[12, 10, 18, 7, 8, 14, 26]",9
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification,identification_document_type,"[12, 10, 18, 7, 8, 14, 26, 9]",15
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type,income,"[12, 10, 18, 7, 8, 14, 26, 9, 15]",16
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income,profession,"[12, 10, 18, 7, 8, 14, 26, 9, 15, 16]",25
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | profession,assets,"[12, 10, 18, 7, 8, 14, 26, 9, 15, 16, 25]",0
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | profession | assets,politically_exposed_person_status,"[12, 10, 18, 7, 8, 14, 26, 9, 15, 16, 25, 0]",24
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | profession | assets | politically_exposed_person_status,us_person_status,"[12, 10, 18, 7, 8, 14, 26, 9, 15, 16, 25, 0, 24]",32
SESSION-3A05C96C,home_address | full_name | mobile_phone_number | date_of_birth | email_address | identification_document_number | selfie_liveness_check | face_match_verification | identification_document_type | income | profession | assets | politically_exposed_person_status | us_person_status,terms_and_conditions_acceptance,"[12, 10, 18, 7, 8, 14, 26, 9, 15, 16, 25, 0, 24, 32]",31
SESSION-3A0AA715,contact_phone_number,physical_address,[5],23
SESSION-3A0AA715,contact_phone_number | physical_address,gender,"[5, 23]",11
SESSION-3A0AA715,contact_phone_number | physical_address | gender,date_of_birth,"[5, 23, 11]",7
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth,identification_document,"[5, 23, 11, 7]",13
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth | identification_document,subscriber_type,"[5, 23, 11, 7, 13]",30
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth | identification_document | subscriber_type,email_address,"[5, 23, 11, 7, 13, 30]",8
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth | identification_document | subscriber_type | email_address,full_name,"[5, 23, 11, 7, 13, 30, 8]",10
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth | identification_document | subscriber_type | email_address | full_name,streaming_addons_selection,"[5, 23, 11, 7, 13, 30, 8, 10]",28
SESSION-3A0AA715,contact_phone_number | physical_address | gender | date_of_birth | identification_document | subscriber_type | email_address | full_name | streaming_addons_selection,paperless_billing_preference,"[5, 23, 11, 7, 13, 30, 8, 10, 28]",20
